experiment_id,learning_rate,batch_size,epochs,train_loss,val_loss,test_loss,test_mae,test_mse,test_rmse,test_r2,test_mape
3,0.001,16,3,10.179478645324707,5.345992565155029,,,,,,
3,0.001,16,3,19.033885955810547,5.345992565155029,,,,,,
3,0.001,16,3,24.69969367980957,5.345992565155029,,,,,,
3,0.001,16,3,16.292491912841797,5.345992565155029,,,,,,
3,0.001,16,3,6.660412788391113,5.345992565155029,,,,,,
3,0.001,16,3,2.949878215789795,5.345992565155029,,,,,,
3,0.001,16,3,0.5618199110031128,5.345992565155029,,,,,,
3,0.001,16,3,0.25376495718955994,5.345992565155029,,,,,,
3,0.001,16,3,0.1938907653093338,5.345992565155029,,,,,,
3,0.001,16,3,0.6567731499671936,5.345992565155029,,,,,,
3,0.001,16,3,1.7791000604629517,5.345992565155029,,,,,,
3,0.001,16,3,1.6378484964370728,5.345992565155029,,,,,,
3,0.001,16,3,3.2934489250183105,5.345992565155029,,,,,,
3,0.001,16,3,3.3335587978363037,5.345992565155029,,,,,,
3,0.001,16,3,1.8323438167572021,5.345992565155029,,,,,,
3,0.001,16,3,0.5892763137817383,5.345992565155029,,,,,,
3,0.001,16,3,0.37023210525512695,5.345992565155029,,,,,,
3,0.001,16,3,0.5040132403373718,5.345992565155029,,,,,,
3,0.001,16,3,1.176905870437622,5.345992565155029,,,,,,
3,0.001,16,3,0.6008800864219666,5.345992565155029,,,,,,
3,0.001,16,3,0.15897752344608307,5.345992565155029,,,,,,
3,0.001,16,3,0.5131455659866333,5.345992565155029,,,,,,
3,0.001,16,3,1.4494322538375854,5.345992565155029,,,,,,
3,0.001,16,3,5.8915791511535645,5.345992565155029,,,,,,
3,0.001,16,3,12.774283409118652,5.345992565155029,,,,,,
3,0.001,16,3,17.156291961669922,5.345992565155029,,,,,,
3,0.001,16,3,17.156291961669922,4.041389465332031,,,,,,
4,0.001,16,4,4.649320125579834,4.041389465332031,,,,,,
4,0.001,16,4,8.157905578613281,4.041389465332031,,,,,,
4,0.001,16,4,16.17071533203125,4.041389465332031,,,,,,
4,0.001,16,4,21.5655517578125,4.041389465332031,,,,,,
4,0.001,16,4,13.73285961151123,4.041389465332031,,,,,,
4,0.001,16,4,5.132175445556641,4.041389465332031,,,,,,
4,0.001,16,4,2.019646167755127,4.041389465332031,,,,,,
4,0.001,16,4,0.3067052662372589,4.041389465332031,,,,,,
4,0.001,16,4,0.13166126608848572,4.041389465332031,,,,,,
4,0.001,16,4,0.3376748859882355,4.041389465332031,,,,,,
4,0.001,16,4,1.0626025199890137,4.041389465332031,,,,,,
4,0.001,16,4,2.559419870376587,4.041389465332031,,,,,,
4,0.001,16,4,2.385099172592163,4.041389465332031,,,,,,
4,0.001,16,4,4.320043087005615,4.041389465332031,,,,,,
4,0.001,16,4,4.418795108795166,4.041389465332031,,,,,,
4,0.001,16,4,2.6074938774108887,4.041389465332031,,,,,,
4,0.001,16,4,1.0129839181900024,4.041389465332031,,,,,,
4,0.001,16,4,0.681484580039978,4.041389465332031,,,,,,
4,0.001,16,4,0.8411165475845337,4.041389465332031,,,,,,
4,0.001,16,4,1.7379016876220703,4.041389465332031,,,,,,
4,0.001,16,4,0.9754592180252075,4.041389465332031,,,,,,
4,0.001,16,4,0.07539089024066925,4.041389465332031,,,,,,
4,0.001,16,4,0.22174622118473053,4.041389465332031,,,,,,
4,0.001,16,4,0.895932674407959,4.041389465332031,,,,,,
4,0.001,16,4,4.7072858810424805,4.041389465332031,,,,,,
4,0.001,16,4,11.019486427307129,4.041389465332031,,,,,,
4,0.001,16,4,15.140887260437012,4.041389465332031,,,,,,
4,0.001,16,4,15.140887260437012,3.259861946105957,,,,,,
5,0.001,16,5,3.6467740535736084,3.259861946105957,,,,,,
5,0.001,16,5,6.853867530822754,3.259861946105957,,,,,,
5,0.001,16,5,14.413018226623535,3.259861946105957,,,,,,
5,0.001,16,5,19.51418685913086,3.259861946105957,,,,,,
5,0.001,16,5,12.179329872131348,3.259861946105957,,,,,,
5,0.001,16,5,4.188172817230225,3.259861946105957,,,,,,
5,0.001,16,5,1.4685760736465454,3.259861946105957,,,,,,
5,0.001,16,5,0.2360733449459076,3.259861946105957,,,,,,
5,0.001,16,5,0.1440678983926773,3.259861946105957,,,,,,
5,0.001,16,5,0.5261524319648743,3.259861946105957,,,,,,
5,0.001,16,5,1.4427827596664429,3.259861946105957,,,,,,
5,0.001,16,5,3.117126226425171,3.259861946105957,,,,,,
5,0.001,16,5,2.901484727859497,3.259861946105957,,,,,,
5,0.001,16,5,5.0564703941345215,3.259861946105957,,,,,,
5,0.001,16,5,5.129312992095947,3.259861946105957,,,,,,
5,0.001,16,5,3.175661325454712,3.259861946105957,,,,,,
5,0.001,16,5,1.368595838546753,3.259861946105957,,,,,,
5,0.001,16,5,0.9512690305709839,3.259861946105957,,,,,,
5,0.001,16,5,1.157235026359558,3.259861946105957,,,,,,
5,0.001,16,5,2.15990948677063,3.259861946105957,,,,,,
5,0.001,16,5,1.2755229473114014,3.259861946105957,,,,,,
5,0.001,16,5,0.08584461361169815,3.259861946105957,,,,,,
5,0.001,16,5,0.10878642648458481,3.259861946105957,,,,,,
5,0.001,16,5,0.6218392252922058,3.259861946105957,,,,,,
5,0.001,16,5,4.087666988372803,3.259861946105957,,,,,,
5,0.001,16,5,9.993874549865723,3.259861946105957,,,,,,
5,0.001,16,5,13.918302536010742,3.259861946105957,,,,,,
5,0.001,16,5,13.918302536010742,2.805164337158203,,,,,,
6,0.001,16,6,3.0457522869110107,2.805164337158203,,,,,,
6,0.001,16,6,6.060657024383545,2.805164337158203,,,,,,
6,0.001,16,6,13.227890968322754,2.805164337158203,,,,,,
6,0.001,16,6,18.109159469604492,2.805164337158203,,,,,,
6,0.001,16,6,11.153936386108398,2.805164337158203,,,,,,
6,0.001,16,6,3.5608203411102295,2.805164337158203,,,,,,
6,0.001,16,6,1.1657724380493164,2.805164337158203,,,,,,
6,0.001,16,6,0.22334539890289307,2.805164337158203,,,,,,
6,0.001,16,6,0.18746088445186615,2.805164337158203,,,,,,
6,0.001,16,6,0.6972275972366333,2.805164337158203,,,,,,
6,0.001,16,6,1.6838775873184204,2.805164337158203,,,,,,
6,0.001,16,6,3.6083691120147705,2.805164337158203,,,,,,
6,0.001,16,6,3.339149236679077,2.805164337158203,,,,,,
6,0.001,16,6,5.618773460388184,2.805164337158203,,,,,,
6,0.001,16,6,5.697934627532959,2.805164337158203,,,,,,
6,0.001,16,6,3.5700550079345703,2.805164337158203,,,,,,
6,0.001,16,6,1.6086807250976562,2.805164337158203,,,,,,
6,0.001,16,6,1.1979427337646484,2.805164337158203,,,,,,
6,0.001,16,6,1.380208969116211,2.805164337158203,,,,,,
6,0.001,16,6,2.5130369663238525,2.805164337158203,,,,,,
6,0.001,16,6,1.501361608505249,2.805164337158203,,,,,,
6,0.001,16,6,0.13295455276966095,2.805164337158203,,,,,,
6,0.001,16,6,0.05643371865153313,2.805164337158203,,,,,,
6,0.001,16,6,0.4566441476345062,2.805164337158203,,,,,,
6,0.001,16,6,3.6606178283691406,2.805164337158203,,,,,,
6,0.001,16,6,9.292642593383789,2.805164337158203,,,,,,
6,0.001,16,6,13.114532470703125,2.805164337158203,,,,,,
6,0.001,16,6,13.114532470703125,2.528218984603882,,,,,,
7,0.001,16,7,2.6514241695404053,2.528218984603882,,,,,,
7,0.001,16,7,5.590726375579834,2.528218984603882,,,,,,
7,0.001,16,7,12.481223106384277,2.528218984603882,,,,,,
7,0.001,16,7,17.21876335144043,2.528218984603882,,,,,,
7,0.001,16,7,10.503416061401367,2.528218984603882,,,,,,
7,0.001,16,7,3.2404332160949707,2.528218984603882,,,,,,
7,0.001,16,7,0.9394850730895996,2.528218984603882,,,,,,
7,0.001,16,7,0.23762960731983185,2.528218984603882,,,,,,
7,0.001,16,7,0.24906723201274872,2.528218984603882,,,,,,
7,0.001,16,7,0.8193082809448242,2.528218984603882,,,,,,
7,0.001,16,7,1.935021162033081,2.528218984603882,,,,,,
7,0.001,16,7,3.879009962081909,2.528218984603882,,,,,,
7,0.001,16,7,3.6475541591644287,2.528218984603882,,,,,,
7,0.001,16,7,5.980952262878418,2.528218984603882,,,,,,
7,0.001,16,7,6.078352451324463,2.528218984603882,,,,,,
7,0.001,16,7,3.8915693759918213,2.528218984603882,,,,,,
7,0.001,16,7,1.8307478427886963,2.528218984603882,,,,,,
7,0.001,16,7,1.3703815937042236,2.528218984603882,,,,,,
7,0.001,16,7,1.5515462160110474,2.528218984603882,,,,,,
7,0.001,16,7,2.698582410812378,2.528218984603882,,,,,,
7,0.001,16,7,1.7135884761810303,2.528218984603882,,,,,,
7,0.001,16,7,0.1832544058561325,2.528218984603882,,,,,,
7,0.001,16,7,0.042960815131664276,2.528218984603882,,,,,,
7,0.001,16,7,0.3658013343811035,2.528218984603882,,,,,,
7,0.001,16,7,3.3943049907684326,2.528218984603882,,,,,,
7,0.001,16,7,8.804186820983887,2.528218984603882,,,,,,
7,0.001,16,7,12.636828422546387,2.528218984603882,,,,,,
7,0.001,16,7,12.636828422546387,2.3528316020965576,,,,,,
8,0.001,16,8,2.4517645835876465,2.3528316020965576,,,,,,
8,0.001,16,8,5.2294087409973145,2.3528316020965576,,,,,,
8,0.001,16,8,12.018972396850586,2.3528316020965576,,,,,,
8,0.001,16,8,16.67490005493164,2.3528316020965576,,,,,,
8,0.001,16,8,10.050348281860352,2.3528316020965576,,,,,,
8,0.001,16,8,2.9680917263031006,2.3528316020965576,,,,,,
8,0.001,16,8,0.8409329652786255,2.3528316020965576,,,,,,
8,0.001,16,8,0.2598486840724945,2.3528316020965576,,,,,,
8,0.001,16,8,0.28701186180114746,2.3528316020965576,,,,,,
8,0.001,16,8,0.9300222992897034,2.3528316020965576,,,,,,
8,0.001,16,8,2.0484254360198975,2.3528316020965576,,,,,,
8,0.001,16,8,4.131264686584473,2.3528316020965576,,,,,,
8,0.001,16,8,3.8485100269317627,2.3528316020965576,,,,,,
8,0.001,16,8,6.245917320251465,2.3528316020965576,,,,,,
8,0.001,16,8,6.318161487579346,2.3528316020965576,,,,,,
8,0.001,16,8,4.091320514678955,2.3528316020965576,,,,,,
8,0.001,16,8,1.9810899496078491,2.3528316020965576,,,,,,
8,0.001,16,8,1.4561647176742554,2.3528316020965576,,,,,,
8,0.001,16,8,1.6486369371414185,2.3528316020965576,,,,,,
8,0.001,16,8,2.8999898433685303,2.3528316020965576,,,,,,
8,0.001,16,8,1.8208974599838257,2.3528316020965576,,,,,,
8,0.001,16,8,0.21082161366939545,2.3528316020965576,,,,,,
8,0.001,16,8,0.03956625983119011,2.3528316020965576,,,,,,
8,0.001,16,8,0.3081902861595154,2.3528316020965576,,,,,,
8,0.001,16,8,3.2068886756896973,2.3528316020965576,,,,,,
8,0.001,16,8,8.491116523742676,2.3528316020965576,,,,,,
8,0.001,16,8,12.216936111450195,2.3528316020965576,,,,,,
8,0.001,16,8,12.216936111450195,2.236812114715576,,,,,,
9,0.001,16,9,2.282212972640991,2.236812114715576,,,,,,
9,0.001,16,9,5.000345706939697,2.236812114715576,,,,,,
9,0.001,16,9,11.666369438171387,2.236812114715576,,,,,,
9,0.001,16,9,16.261627197265625,2.236812114715576,,,,,,
9,0.001,16,9,9.712716102600098,2.236812114715576,,,,,,
9,0.001,16,9,2.8481621742248535,2.236812114715576,,,,,,
9,0.001,16,9,0.7625278234481812,2.236812114715576,,,,,,
9,0.001,16,9,0.271745890378952,2.236812114715576,,,,,,
9,0.001,16,9,0.3301146924495697,2.236812114715576,,,,,,
9,0.001,16,9,1.0066601037979126,2.236812114715576,,,,,,
9,0.001,16,9,2.1561808586120605,2.236812114715576,,,,,,
9,0.001,16,9,4.243040561676025,2.236812114715576,,,,,,
9,0.001,16,9,3.9885594844818115,2.236812114715576,,,,,,
9,0.001,16,9,6.457259654998779,2.236812114715576,,,,,,
9,0.001,16,9,6.548563480377197,2.236812114715576,,,,,,
9,0.001,16,9,4.262088775634766,2.236812114715576,,,,,,
9,0.001,16,9,2.0658178329467773,2.236812114715576,,,,,,
9,0.001,16,9,1.5645662546157837,2.236812114715576,,,,,,
9,0.001,16,9,1.7537927627563477,2.236812114715576,,,,,,
9,0.001,16,9,3.0009591579437256,2.236812114715576,,,,,,
9,0.001,16,9,1.934707760810852,2.236812114715576,,,,,,
9,0.001,16,9,0.23605258762836456,2.236812114715576,,,,,,
9,0.001,16,9,0.036931123584508896,2.236812114715576,,,,,,
9,0.001,16,9,0.28108641505241394,2.236812114715576,,,,,,
9,0.001,16,9,3.071990966796875,2.236812114715576,,,,,,
9,0.001,16,9,8.302947998046875,2.236812114715576,,,,,,
9,0.001,16,9,11.914917945861816,2.236812114715576,,,,,,
9,0.001,16,9,11.914917945861816,2.1575660705566406,,,,,,
10,0.001,16,10,2.1496078968048096,2.1575660705566406,,,,,,
10,0.001,16,10,4.829029083251953,2.1575660705566406,,,,,,
10,0.001,16,10,11.480962753295898,2.1575660705566406,,,,,,
10,0.001,16,10,15.994230270385742,2.1575660705566406,,,,,,
10,0.001,16,10,9.488102912902832,2.1575660705566406,,,,,,
10,0.001,16,10,2.746885061264038,2.1575660705566406,,,,,,
10,0.001,16,10,0.6873135566711426,2.1575660705566406,,,,,,
10,0.001,16,10,0.28981247544288635,2.1575660705566406,,,,,,
10,0.001,16,10,0.347567081451416,2.1575660705566406,,,,,,
10,0.001,16,10,1.0550549030303955,2.1575660705566406,,,,,,
10,0.001,16,10,2.2295870780944824,2.1575660705566406,,,,,,
10,0.001,16,10,4.380406379699707,2.1575660705566406,,,,,,
10,0.001,16,10,4.068525791168213,2.1575660705566406,,,,,,
10,0.001,16,10,6.557796001434326,2.1575660705566406,,,,,,
10,0.001,16,10,6.678898334503174,2.1575660705566406,,,,,,
10,0.001,16,10,4.388550758361816,2.1575660705566406,,,,,,
10,0.001,16,10,2.1615469455718994,2.1575660705566406,,,,,,
10,0.001,16,10,1.6394784450531006,2.1575660705566406,,,,,,
10,0.001,16,10,1.8452562093734741,2.1575660705566406,,,,,,
10,0.001,16,10,3.0933010578155518,2.1575660705566406,,,,,,
10,0.001,16,10,1.994315505027771,2.1575660705566406,,,,,,
10,0.001,16,10,0.27284979820251465,2.1575660705566406,,,,,,
10,0.001,16,10,0.04358448460698128,2.1575660705566406,,,,,,
10,0.001,16,10,0.2503388524055481,2.1575660705566406,,,,,,
10,0.001,16,10,2.9939074516296387,2.1575660705566406,,,,,,
10,0.001,16,10,8.189658164978027,2.1575660705566406,,,,,,
10,0.001,16,10,11.758245468139648,2.1575660705566406,,,,,,
10,0.001,16,10,11.758245468139648,2.1019957065582275,,,,,,
11,0.001,16,11,2.1262850761413574,2.1019957065582275,,,,,,
11,0.001,16,11,4.744190692901611,2.1019957065582275,,,,,,
11,0.001,16,11,11.293074607849121,2.1019957065582275,,,,,,
11,0.001,16,11,15.801435470581055,2.1019957065582275,,,,,,
11,0.001,16,11,9.360255241394043,2.1019957065582275,,,,,,
11,0.001,16,11,2.641174554824829,2.1019957065582275,,,,,,
11,0.001,16,11,0.6549091339111328,2.1019957065582275,,,,,,
11,0.001,16,11,0.2975354790687561,2.1019957065582275,,,,,,
11,0.001,16,11,0.3823433816432953,2.1019957065582275,,,,,,
11,0.001,16,11,1.0915037393569946,2.1019957065582275,,,,,,
11,0.001,16,11,2.2905287742614746,2.1019957065582275,,,,,,
11,0.001,16,11,4.471459865570068,2.1019957065582275,,,,,,
11,0.001,16,11,4.188857555389404,2.1019957065582275,,,,,,
11,0.001,16,11,6.67448091506958,2.1019957065582275,,,,,,
11,0.001,16,11,6.747128963470459,2.1019957065582275,,,,,,
11,0.001,16,11,4.467196464538574,2.1019957065582275,,,,,,
11,0.001,16,11,2.223576307296753,2.1019957065582275,,,,,,
11,0.001,16,11,1.6857779026031494,2.1019957065582275,,,,,,
11,0.001,16,11,1.8778873682022095,2.1019957065582275,,,,,,
11,0.001,16,11,3.1389834880828857,2.1019957065582275,,,,,,
11,0.001,16,11,2.0743141174316406,2.1019957065582275,,,,,,
11,0.001,16,11,0.29308703541755676,2.1019957065582275,,,,,,
11,0.001,16,11,0.04713502153754234,2.1019957065582275,,,,,,
11,0.001,16,11,0.2314828485250473,2.1019957065582275,,,,,,
11,0.001,16,11,2.9529173374176025,2.1019957065582275,,,,,,
11,0.001,16,11,8.088347434997559,2.1019957065582275,,,,,,
11,0.001,16,11,11.686765670776367,2.1019957065582275,,,,,,
11,0.001,16,11,11.686765670776367,2.062721014022827,,,,,,
12,0.001,16,12,2.0552477836608887,2.062721014022827,,,,,,
12,0.001,16,12,4.643586158752441,2.062721014022827,,,,,,
12,0.001,16,12,11.163989067077637,2.062721014022827,,,,,,
12,0.001,16,12,15.685895919799805,2.062721014022827,,,,,,
12,0.001,16,12,9.26185131072998,2.062721014022827,,,,,,
12,0.001,16,12,2.5995423793792725,2.062721014022827,,,,,,
12,0.001,16,12,0.6351070404052734,2.062721014022827,,,,,,
12,0.001,16,12,0.31459668278694153,2.062721014022827,,,,,,
12,0.001,16,12,0.3954569399356842,2.062721014022827,,,,,,
12,0.001,16,12,1.1283215284347534,2.062721014022827,,,,,,
12,0.001,16,12,2.340315103530884,2.062721014022827,,,,,,
12,0.001,16,12,4.527585506439209,2.062721014022827,,,,,,
12,0.001,16,12,4.199540615081787,2.062721014022827,,,,,,
12,0.001,16,12,6.736427307128906,2.062721014022827,,,,,,
12,0.001,16,12,6.885654926300049,2.062721014022827,,,,,,
12,0.001,16,12,4.541428089141846,2.062721014022827,,,,,,
12,0.001,16,12,2.2636632919311523,2.062721014022827,,,,,,
12,0.001,16,12,1.7042109966278076,2.062721014022827,,,,,,
12,0.001,16,12,1.9002435207366943,2.062721014022827,,,,,,
12,0.001,16,12,3.2269949913024902,2.062721014022827,,,,,,
12,0.001,16,12,2.131531238555908,2.062721014022827,,,,,,
12,0.001,16,12,0.2929152548313141,2.062721014022827,,,,,,
12,0.001,16,12,0.04883989691734314,2.062721014022827,,,,,,
12,0.001,16,12,0.22309081256389618,2.062721014022827,,,,,,
12,0.001,16,12,2.883788824081421,2.062721014022827,,,,,,
12,0.001,16,12,7.976052761077881,2.062721014022827,,,,,,
12,0.001,16,12,11.511340141296387,2.062721014022827,,,,,,
12,0.001,16,12,11.511340141296387,2.033889055252075,,,,,,
13,0.001,16,13,1.9971195459365845,2.033889055252075,,,,,,
13,0.001,16,13,4.594709873199463,2.033889055252075,,,,,,
13,0.001,16,13,11.071324348449707,2.033889055252075,,,,,,
13,0.001,16,13,15.586030960083008,2.033889055252075,,,,,,
13,0.001,16,13,9.146441459655762,2.033889055252075,,,,,,
13,0.001,16,13,2.5434582233428955,2.033889055252075,,,,,,
13,0.001,16,13,0.6133116483688354,2.033889055252075,,,,,,
13,0.001,16,13,0.32105955481529236,2.033889055252075,,,,,,
13,0.001,16,13,0.40810972452163696,2.033889055252075,,,,,,
13,0.001,16,13,1.139828085899353,2.033889055252075,,,,,,
13,0.001,16,13,2.3904521465301514,2.033889055252075,,,,,,
13,0.001,16,13,4.555765628814697,2.033889055252075,,,,,,
13,0.001,16,13,4.286044120788574,2.033889055252075,,,,,,
13,0.001,16,13,6.799574851989746,2.033889055252075,,,,,,
13,0.001,16,13,6.889281272888184,2.033889055252075,,,,,,
13,0.001,16,13,4.534929275512695,2.033889055252075,,,,,,
13,0.001,16,13,2.2626500129699707,2.033889055252075,,,,,,
13,0.001,16,13,1.732421875,2.033889055252075,,,,,,
13,0.001,16,13,1.9522705078125,2.033889055252075,,,,,,
13,0.001,16,13,3.2716450691223145,2.033889055252075,,,,,,
13,0.001,16,13,2.160352945327759,2.033889055252075,,,,,,
13,0.001,16,13,0.30774837732315063,2.033889055252075,,,,,,
13,0.001,16,13,0.05316619202494621,2.033889055252075,,,,,,
13,0.001,16,13,0.2159331887960434,2.033889055252075,,,,,,
13,0.001,16,13,2.873013973236084,2.033889055252075,,,,,,
13,0.001,16,13,7.918839454650879,2.033889055252075,,,,,,
13,0.001,16,13,11.493180274963379,2.033889055252075,,,,,,
13,0.001,16,13,11.493180274963379,2.013599395751953,,,,,,
14,0.001,16,14,1.9815280437469482,2.013599395751953,,,,,,
14,0.001,16,14,4.550545692443848,2.013599395751953,,,,,,
14,0.001,16,14,11.031825065612793,2.013599395751953,,,,,,
14,0.001,16,14,15.460679054260254,2.013599395751953,,,,,,
14,0.001,16,14,9.116416931152344,2.013599395751953,,,,,,
14,0.001,16,14,2.504695415496826,2.013599395751953,,,,,,
14,0.001,16,14,0.601523756980896,2.013599395751953,,,,,,
14,0.001,16,14,0.3258427679538727,2.013599395751953,,,,,,
14,0.001,16,14,0.42227405309677124,2.013599395751953,,,,,,
14,0.001,16,14,1.1667953729629517,2.013599395751953,,,,,,
14,0.001,16,14,2.4109649658203125,2.013599395751953,,,,,,
14,0.001,16,14,4.572861671447754,2.013599395751953,,,,,,
14,0.001,16,14,4.292872428894043,2.013599395751953,,,,,,
14,0.001,16,14,6.871646404266357,2.013599395751953,,,,,,
14,0.001,16,14,6.916567325592041,2.013599395751953,,,,,,
14,0.001,16,14,4.594402313232422,2.013599395751953,,,,,,
14,0.001,16,14,2.3058857917785645,2.013599395751953,,,,,,
14,0.001,16,14,1.7622530460357666,2.013599395751953,,,,,,
14,0.001,16,14,1.9613198041915894,2.013599395751953,,,,,,
14,0.001,16,14,3.313598871231079,2.013599395751953,,,,,,
14,0.001,16,14,2.1600217819213867,2.013599395751953,,,,,,
14,0.001,16,14,0.32224342226982117,2.013599395751953,,,,,,
14,0.001,16,14,0.05302077904343605,2.013599395751953,,,,,,
14,0.001,16,14,0.21960042417049408,2.013599395751953,,,,,,
14,0.001,16,14,2.8365285396575928,2.013599395751953,,,,,,
14,0.001,16,14,7.873562335968018,2.013599395751953,,,,,,
14,0.001,16,14,11.40634822845459,2.013599395751953,,,,,,
14,0.001,16,14,11.40634822845459,1.998813271522522,,,,,,
15,0.001,16,15,1.9658101797103882,1.998813271522522,,,,,,
15,0.001,16,15,4.529625415802002,1.998813271522522,,,,,,
15,0.001,16,15,10.964606285095215,1.998813271522522,,,,,,
15,0.001,16,15,15.419116020202637,1.998813271522522,,,,,,
15,0.001,16,15,9.112269401550293,1.998813271522522,,,,,,
15,0.001,16,15,2.4967715740203857,1.998813271522522,,,,,,
15,0.001,16,15,0.5867220759391785,1.998813271522522,,,,,,
15,0.001,16,15,0.3252262771129608,1.998813271522522,,,,,,
15,0.001,16,15,0.42776229977607727,1.998813271522522,,,,,,
